"Bundesland / Messnetz";Stationscode;Stationsname;Stationsumgebung;"Art der Station";"Jahresmittelwert in µg/m³";"Zahl der Tageswerte über 50 µg/m3"
Saarland;DESL017;"Völklingen-City Stadionstr.";"städtisches Gebiet";Hintergrund;17;1
Saarland;DESL019;Biringen;"ländlich regional";Hintergrund;14;1
Saarland;DESL003;"Dillingen City";"städtisches Gebiet";Industrie;19;5
Saarland;DESL020;Saarbrücken-Verkehr;"städtisches Gebiet";Verkehr;22;7
Sachsen;DESN004;Bautzen;"städtisches Gebiet";Hintergrund;21;5
Sachsen;DESN011;Chemnitz-Mitte;"städtisches Gebiet";Hintergrund;19;2
Sachsen;DESN012;Delitzsch;"städtisches Gebiet";Hintergrund;20;5
Sachsen;DESN017;Freiberg;"städtisches Gebiet";Hintergrund;22;5
Sachsen;DESN019;Glauchau;"städtisches Gebiet";Hintergrund;21;4
Sachsen;DESN024;Klingenthal;"städtisches Gebiet";Hintergrund;16;2
Sachsen;DESN045;Zittau-Ost;"vorstädtisches Gebiet";Hintergrund;22;11
Sachsen;DESN049;Carlsfeld;"ländlich abgelegen";Hintergrund;12;0
Sachsen;DESN050;Hoyerswerda;"städtisches Gebiet";Hintergrund;21;6
Sachsen;DESN051;Radebeul-Wahnsdorf;"ländlich stadtnah";Hintergrund;21;4
Sachsen;DESN059;Leipzig-West;"vorstädtisches Gebiet";Hintergrund;19;5
Sachsen;DESN074;Schwartenberg;"ländlich regional";Hintergrund;14;1
Sachsen;DESN076;Collmberg;"ländlich abgelegen";Hintergrund;16;3
Sachsen;DESN079;Niesky;"ländlich regional";Hintergrund;19;7
Sachsen;DESN092;Dresden-Winckelmannstr.;"städtisches Gebiet";Hintergrund;23;1
Sachsen;DESN006;Borna;"städtisches Gebiet";Verkehr;24;10
Sachsen;DESN020;Görlitz;"städtisches Gebiet";Verkehr;28;21
Sachsen;DESN025;Leipzig-Mitte;"städtisches Gebiet";Verkehr;34;39
Sachsen;DESN060;Chemnitz-Nord;"städtisches Gebiet";Verkehr;22;6
Sachsen;DESN061;Dresden-Nord;"städtisches Gebiet";Verkehr;33;35
Sachsen;DESN075;Plauen-Süd;"städtisches Gebiet";Verkehr;23;6
Sachsen;DESN077;"Leipzig Lützner Str.";"städtisches Gebiet";Verkehr;31;32
Sachsen;DESN083;"Chemnitz-Leipziger Str.";"städtisches Gebiet";Verkehr;28;19
Sachsen;DESN084;Dresden-Bergstr.;"städtisches Gebiet";Verkehr;29;21
Sachsen;DESN091;"Zwickau-Werdauer Str.";"städtisches Gebiet";Verkehr;23;10
Sachsen-Anhalt;DEST002;Burg;"vorstädtisches Gebiet";Hintergrund;21;7
Sachsen-Anhalt;DEST011;Wernigerode/Bahnhof;"städtisches Gebiet";Hintergrund;18;2
Sachsen-Anhalt;DEST028;Zeitz;"städtisches Gebiet";Hintergrund;19;5
Sachsen-Anhalt;DEST029;Bernburg;"vorstädtisches Gebiet";Hintergrund;23;11
Sachsen-Anhalt;DEST063;Stendal;"städtisches Gebiet";Hintergrund;20;3
Sachsen-Anhalt;DEST066;Wittenberg/Bahnstrasse;"städtisches Gebiet";Hintergrund;20;3
Sachsen-Anhalt;DEST072;Halle/Ost;"vorstädtisches Gebiet";Hintergrund;19;8
Sachsen-Anhalt;DEST077;Magdeburg/West;"städtisches Gebiet";Hintergrund;15;1
Sachsen-Anhalt;DEST089;Zartau/Waldstation;"ländlich regional";Hintergrund;14;1
Sachsen-Anhalt;DEST098;"Unterharz / Friedrichsbrunn";"ländlich regional";Hintergrund;13;0
Sachsen-Anhalt;DEST015;Bitterfeld/Wolfen;"vorstädtisches Gebiet";Industrie;21;4
Sachsen-Anhalt;DEST068;Pouch;"ländlich stadtnah";Industrie;14;0
Sachsen-Anhalt;DEST090;Leuna;"vorstädtisches Gebiet";Industrie;20;5
Sachsen-Anhalt;DEST097;"Hettstedt Industrie";"vorstädtisches Gebiet";Industrie;17;2
Sachsen-Anhalt;DEST057;Magdeburg/Südost;"städtisches Gebiet";Verkehr;19;3
Sachsen-Anhalt;DEST075;"Halle/Merseburger Strasse";"städtisches Gebiet";Verkehr;25;16
Sachsen-Anhalt;DEST076;Magdeburg/Damaschkeplatz;"städtisches Gebiet";Verkehr;26;14
Sachsen-Anhalt;DEST081;Weißenfels/Promenade;"städtisches Gebiet";Verkehr;21;11
Sachsen-Anhalt;DEST091;"Dessau Albrechtsplatz";"städtisches Gebiet";Verkehr;22;4
Sachsen-Anhalt;DEST092;"Wittenberg/Dessauer Strasse";"städtisches Gebiet";Verkehr;27;18
Sachsen-Anhalt;DEST095;Aschersleben;"städtisches Gebiet";Verkehr;28;25
Sachsen-Anhalt;DEST099;Magdeburg/Reuterallee;"städtisches Gebiet";Verkehr;29;24
Sachsen-Anhalt;DEST100;Wernigerode/Nöschenröder-Strasse;"städtisches Gebiet";Verkehr;21;4
Sachsen-Anhalt;DEST101;Halberstadt/Friedenstrasse;"städtisches Gebiet";Verkehr;28;18
Schleswig-Holstein;DESH008;Bornhöved;"ländlich regional";Hintergrund;16;1
Schleswig-Holstein;DESH023;"Lübeck-St. Jürgen";"städtisches Gebiet";Hintergrund;22;4
Schleswig-Holstein;DESH033;Kiel-Max-Planck-Str.;"städtisches Gebiet";Hintergrund;20;4
Schleswig-Holstein;DESH035;"Brunsbüttel-Cuxhavener Straße";"städtisches Gebiet";Hintergrund;25;8
Schleswig-Holstein;DESH011;Brunsbüttel;"ländlich regional";Industrie;19;4
Schleswig-Holstein;DESH022;Flensburg;"städtisches Gebiet";Verkehr;21;4
Schleswig-Holstein;DESH025;"Itzehoe Lindenstr.";"städtisches Gebiet";Verkehr;23;5
Schleswig-Holstein;DESH026;"Lübeck Gr. Burgstr.";"städtisches Gebiet";Verkehr;19;3
Schleswig-Holstein;DESH027;"Kiel-Bahnhofstr. Verk.";"städtisches Gebiet";Verkehr;23;5
Schleswig-Holstein;DESH028;Ratzeburg;"städtisches Gebiet";Verkehr;27;23
Schleswig-Holstein;DESH034;"Pinneberg Damm";"städtisches Gebiet";Verkehr;21;4
Thüringen;DETH005;Saalfeld;"städtisches Gebiet";Hintergrund;21;7
Thüringen;DETH009;"Gera Friedericistr.";"städtisches Gebiet";Hintergrund;21;5
Thüringen;DETH011;"Altenburg Theaterplatz";"städtisches Gebiet";Hintergrund;22;6
Thüringen;DETH013;"Eisenach Werneburgstr.";"städtisches Gebiet";Hintergrund;20;5
Thüringen;DETH018;Nordhausen;"städtisches Gebiet";Hintergrund;22;6
Thüringen;DETH020;"Erfurt Krämpferstr.";"städtisches Gebiet";Hintergrund;22;7
Thüringen;DETH025;Meiningen;"städtisches Gebiet";Hintergrund;18;4
Thüringen;DETH026;Dreißigacker;"ländlich regional";Hintergrund;14;1
Thüringen;DETH027;Neuhaus;"ländlich abgelegen";Hintergrund;12;0
Thüringen;DETH036;"Greiz Mollbergstr.";"städtisches Gebiet";Hintergrund;21;7
Thüringen;DETH041;"Jena Dammstr.";"städtisches Gebiet";Hintergrund;18;6
Thüringen;DETH042;Possen;"ländlich abgelegen";Hintergrund;15;1
Thüringen;DETH060;Zella-Mehlis;"städtisches Gebiet";Hintergrund;23;4
Thüringen;DETH061;Hummelshain;"ländlich abgelegen";Hintergrund;14;0
Thüringen;DETH086;"Suhl Adlersbergstr.";"städtisches Gebiet";Hintergrund;15;1
Thüringen;DETH039;"Weimar Sophienstiftsplatz";"städtisches Gebiet";Verkehr;25;8
Thüringen;DETH043;"Erfurt Bergstr.";"städtisches Gebiet";Verkehr;27;11
Thüringen;DETH072;"Suhl F.-König-Str";"städtisches Gebiet";Verkehr;21;3
Thüringen;DETH081;"Erfurt Heinrichstr";"städtisches Gebiet";Verkehr;27;9
Thüringen;DETH082;"Jena Camburger Str.";"städtisches Gebiet";Verkehr;26;16
Thüringen;DETH083;"Weimar Steubenstr.";"städtisches Gebiet";Verkehr;35;48
Thüringen;DETH084;"Weimar K.-Liebknecht-Str.";"städtisches Gebiet";Verkehr;28;20
Thüringen;DETH087;"Zella-Mehlis Bahnhofstr.";"städtisches Gebiet";Verkehr;21;1
Thüringen;DETH088;"Nordhausen Grimmelallee";"städtisches Gebiet";Verkehr;23;5
Thüringen;DETH089;"Gera Theaterstr.";"städtisches Gebiet";Verkehr;26;12
UBA;DEUB001;Westerland;"ländliches Gebiet";Hintergrund;18;5
UBA;DEUB004;Schauinsland;"ländlich regional";Hintergrund;7;0
UBA;DEUB005;Waldhof;"ländliches Gebiet";Hintergrund;15;6
UBA;DEUB028;Zingst;"ländliches Gebiet";Hintergrund;14;2
UBA;DEUB029;Schmücke;"ländliches Gebiet";Hintergrund;9;0
UBA;DEUB030;Neuglobsow;"ländlich regional";Hintergrund;12;2

"* Nach § 20 bzw. § 21 der Richtlinie 2008/50/EG können Überschreitungen des PM₁₀-Tagesmittelgrenzwertes aufgrund von natürlichen Quellen bzw. Streusand oder -salz im Winterdienst abgezogen werden."

"Quelle: Umweltbundesamt, https://www.umweltbundesamt.de/daten/luft/luftdaten/jahresbilanzen (Stand: 24.01.2011). Alle Uhrzeiten sind in der jeweils zum Messzeitpunkt gültigen Zeit (MEZ bzw. MESZ) angegeben."
