"Bundesland / Messnetz";Stationscode;Stationsname;Stationsumgebung;"Art der Station";"Jahresmittelwert in µg/m³";"Zahl der Tageswerte über 50 µg/m3"
Sachsen;DESN024;Klingenthal;"städtisches Gebiet";Hintergrund;27;20
Sachsen;DESN045;Zittau-Ost;"vorstädtisches Gebiet";Hintergrund;32;47
Sachsen;DESN049;Carlsfeld;"ländlich abgelegen";Hintergrund;16;2
Sachsen;DESN050;Hoyerswerda;"städtisches Gebiet";Hintergrund;30;37
Sachsen;DESN051;Radebeul-Wahnsdorf;"ländlich stadtnah";Hintergrund;25;26
Sachsen;DESN059;Leipzig-West;"vorstädtisches Gebiet";Hintergrund;27;24
Sachsen;DESN074;Schwartenberg;"ländlich regional";Hintergrund;17;10
Sachsen;DESN076;Collmberg;"ländlich abgelegen";Hintergrund;23;17
Sachsen;DESN006;Borna;"städtisches Gebiet";Verkehr;30;36
Sachsen;DESN020;Görlitz;"städtisches Gebiet";Verkehr;34;50
Sachsen;DESN025;Leipzig-Mitte;"städtisches Gebiet";Verkehr;37;64
Sachsen;DESN047;Zwickau;"städtisches Gebiet";Verkehr;28;35
Sachsen;DESN060;Chemnitz-Nord;"städtisches Gebiet";Verkehr;28;34
Sachsen;DESN061;Dresden-Nord;"städtisches Gebiet";Verkehr;36;53
Sachsen;DESN075;Plauen-Süd;"städtisches Gebiet";Verkehr;31;37
Sachsen;DESN077;"Leipzig Lützner Str.";"städtisches Gebiet";Verkehr;41;89
Sachsen-Anhalt;DEST002;Burg;"vorstädtisches Gebiet";Hintergrund;30;39
Sachsen-Anhalt;DEST006;Magdeburg/Zentrum-Ost;"städtisches Gebiet";Hintergrund;31;38
Sachsen-Anhalt;DEST011;Wernigerode/Bahnhof;"städtisches Gebiet";Hintergrund;25;18
Sachsen-Anhalt;DEST014;Bitterfeld;"städtisches Gebiet";Hintergrund;29;32
Sachsen-Anhalt;DEST028;Zeitz;"städtisches Gebiet";Hintergrund;27;31
Sachsen-Anhalt;DEST029;Bernburg;"vorstädtisches Gebiet";Hintergrund;34;52
Sachsen-Anhalt;DEST063;Stendal;"städtisches Gebiet";Hintergrund;30;40
Sachsen-Anhalt;DEST066;Wittenberg/Bahnstrasse;"städtisches Gebiet";Hintergrund;29;35
Sachsen-Anhalt;DEST072;Halle/Ost;"vorstädtisches Gebiet";Hintergrund;29;39
Sachsen-Anhalt;DEST089;Zartau/Waldstation;"ländlich regional";Hintergrund;22;21
Sachsen-Anhalt;DEST015;Bitterfeld/Wolfen;"vorstädtisches Gebiet";Industrie;30;38
Sachsen-Anhalt;DEST068;Pouch;"ländlich stadtnah";Industrie;30;36
Sachsen-Anhalt;DEST080;Schkopau;"vorstädtisches Gebiet";Industrie;27;27
Sachsen-Anhalt;DEST090;Leuna;"vorstädtisches Gebiet";Industrie;26;25
Sachsen-Anhalt;DEST097;"Hettstedt Industrie";"vorstädtisches Gebiet";Industrie;28;42
Sachsen-Anhalt;DEST057;Magdeburg/Südost;"städtisches Gebiet";Verkehr;30;38
Sachsen-Anhalt;DEST075;"Halle/Merseburger Strasse";"städtisches Gebiet";Verkehr;40;81
Sachsen-Anhalt;DEST076;Magdeburg/Damaschkeplatz;"städtisches Gebiet";Verkehr;36;56
Sachsen-Anhalt;DEST081;Weißenfels/Promenade;"städtisches Gebiet";Verkehr;27;27
Sachsen-Anhalt;DEST091;"Dessau Albrechtsplatz";"städtisches Gebiet";Verkehr;31;45
Sachsen-Anhalt;DEST092;"Wittenberg/Dessauer Strasse";"städtisches Gebiet";Verkehr;37;63
Sachsen-Anhalt;DEST095;Aschersleben;"städtisches Gebiet";Verkehr;40;77
Sachsen-Anhalt;DEST096;"Wolmirstedt/OT Elbeu";"städtisches Gebiet";Verkehr;34;38
Schleswig-Holstein;DESH001;Altendeich;"ländlich regional";Hintergrund;26;29
Schleswig-Holstein;DESH008;Bornhöved;"ländlich regional";Hintergrund;23;26
Schleswig-Holstein;DESH021;"Kiel Schauenburger Str.";"städtisches Gebiet";Hintergrund;25;30
Schleswig-Holstein;DESH023;"Lübeck-St. Jürgen";"städtisches Gebiet";Hintergrund;28;31
Schleswig-Holstein;DESH011;Brunsbüttel;"ländlich regional";Industrie;26;31
Schleswig-Holstein;DESH010;"Lübeck-Lindenplatz Verk.";"städtisches Gebiet";Verkehr;29;36
Schleswig-Holstein;DESH019;"Kiel-Westring Verk.";"städtisches Gebiet";Verkehr;27;32
Schleswig-Holstein;DESH022;Flensburg;"städtisches Gebiet";Verkehr;29;35
Schleswig-Holstein;DESH025;"Itzehoe Lindenstr.";"städtisches Gebiet";Verkehr;32;45
Thüringen;DETH005;Saalfeld;"städtisches Gebiet";Hintergrund;30;41
Thüringen;DETH007;"Rudolstadt Schwarzb.Ch.";"städtisches Gebiet";Hintergrund;27;29
Thüringen;DETH009;"Gera Friedericistr.";"städtisches Gebiet";Hintergrund;31;42
Thüringen;DETH011;"Altenburg Theaterplatz";"städtisches Gebiet";Hintergrund;27;33
Thüringen;DETH013;"Eisenach Werneburgstr.";"städtisches Gebiet";Hintergrund;28;28
Thüringen;DETH016;"Arnstadt Alter Friedhof";"städtisches Gebiet";Hintergrund;24;11
Thüringen;DETH018;Nordhausen;"städtisches Gebiet";Hintergrund;26;27
Thüringen;DETH020;"Erfurt Krämpferstr.";"städtisches Gebiet";Hintergrund;29;37
Thüringen;DETH024;Ilmenau;"städtisches Gebiet";Hintergrund;24;13
Thüringen;DETH025;Meiningen;"städtisches Gebiet";Hintergrund;25;20
Thüringen;DETH026;Dreißigacker;"ländlich regional";Hintergrund;22;10
Thüringen;DETH036;"Greiz Mollbergstr.";"städtisches Gebiet";Hintergrund;27;31
Thüringen;DETH041;"Jena Dammstr.";"städtisches Gebiet";Hintergrund;29;31
Thüringen;DETH060;Zella-Mehlis;"städtisches Gebiet";Hintergrund;23;9
Thüringen;DETH061;Hummelshain;"ländlich abgelegen";Hintergrund;19;7
Thüringen;DETH073;Dorndorf-Steudnitz;"ländlich regional";Industrie;27;22
Thüringen;DETH021;"Mühlhausen Brunnenstr.";"städtisches Gebiet";Verkehr;30;39
Thüringen;DETH032;Gotha;"städtisches Gebiet";Verkehr;28;33
Thüringen;DETH039;"Weimar Sophienstiftsplatz";"städtisches Gebiet";Verkehr;31;43
Thüringen;DETH043;"Erfurt Bergstr.";"städtisches Gebiet";Verkehr;40;94
Thüringen;DETH072;"Suhl F.-König-Str";"städtisches Gebiet";Verkehr;26;12
Thüringen;DETH075;"Jena Westbahnhofstr.";"städtisches Gebiet";Verkehr;37;61
UBA;DEUB001;Westerland;"ländliches Gebiet";Hintergrund;23;25
UBA;DEUB002;Deuselbach;"ländliches Gebiet";Hintergrund;19;5
UBA;DEUB003;Brotjacklriegel;"ländliches Gebiet";Hintergrund;14;3
UBA;DEUB004;Schauinsland;"ländlich regional";Hintergrund;13;0
UBA;DEUB005;Waldhof;"ländliches Gebiet";Hintergrund;22;20
UBA;DEUB007;Bassum;"ländliches Gebiet";Hintergrund;23;17
UBA;DEUB017;Regnitzlosau;"ländliches Gebiet";Hintergrund;17;8
UBA;DEUB026;Ueckermünde;"ländliches Gebiet";Hintergrund;19;15
UBA;DEUB028;Zingst;"ländliches Gebiet";Hintergrund;20;18
UBA;DEUB029;Schmücke;"ländliches Gebiet";Hintergrund;13;2
UBA;DEUB030;Neuglobsow;"ländlich regional";Hintergrund;18;16
UBA;DEUB031;Lückendorf;"ländliches Gebiet";Hintergrund;20;14
UBA;DEUB032;Leinefelde;"ländliches Gebiet";Hintergrund;24;13
UBA;DEUB033;Melpitz;"ländliches Gebiet";Hintergrund;23;16
UBA;DEUB035;Lehnmühle;"ländliches Gebiet";Hintergrund;20;8
UBA;DEUB038;Aukrug;"ländliches Gebiet";Hintergrund;27;31
UBA;DEUB039;Falkenberg;"ländliches Gebiet";Hintergrund;20;18
UBA;DEUB040;Schorfheide;"ländliches Gebiet";Hintergrund;19;18
UBA;DEUB041;Raisting;"ländliches Gebiet";Hintergrund;17;1
UBA;DEUB042;Öhringen;"ländliches Gebiet";Hintergrund;26;11
UBA;DEUB016;Gittrup;"ländliches Gebiet";Verkehr;21;3

"* Nach § 20 bzw. § 21 der Richtlinie 2008/50/EG können Überschreitungen des PM₁₀-Tagesmittelgrenzwertes aufgrund von natürlichen Quellen bzw. Streusand oder -salz im Winterdienst abgezogen werden."

"Quelle: Umweltbundesamt, https://www.umweltbundesamt.de/daten/luft/luftdaten/jahresbilanzen (Stand: 21.03.2012). Alle Uhrzeiten sind in der jeweils zum Messzeitpunkt gültigen Zeit (MEZ bzw. MESZ) angegeben."
