"Bundesland / Messnetz";Stationscode;Stationsname;Stationsumgebung;"Art der Station";"Jahresmittelwert in µg/m³";"Zahl der Tageswerte über 50 µg/m3"
Rheinland-Pfalz;DERP022;"Bad Kreuznach-Bosenheimer Straße";"städtisches Gebiet";Hintergrund;20;6
Rheinland-Pfalz;DERP025;Wörth-Marktplatz;"städtisches Gebiet";Hintergrund;20;8
Rheinland-Pfalz;DERP028;Westerwald-Neuhäusel;"ländliches Gebiet";Hintergrund;13;0
Rheinland-Pfalz;DERP042;"Pirmasens Schäferstr.";"städtisches Gebiet";Hintergrund;27;16
Rheinland-Pfalz;DERP003;Ludwigshafen-Mundenheim;"städtisches Gebiet";Industrie;25;19
Rheinland-Pfalz;DERP010;Mainz-Parcusstraße;"städtisches Gebiet";Verkehr;34;47
Rheinland-Pfalz;DERP018;Speyer-St.-Guido-Stifts-Platz;"städtisches Gebiet";Verkehr;25;18
Rheinland-Pfalz;DERP020;Trier-Ostallee;"städtisches Gebiet";Verkehr;30;26
Rheinland-Pfalz;DERP023;Worms-Hagenstraße;"städtisches Gebiet";Verkehr;28;27
Rheinland-Pfalz;DERP024;Koblenz-Friedrich-Ebert-Ring;"städtisches Gebiet";Verkehr;23;10
Rheinland-Pfalz;DERP029;Koblenz-Zentralplatz;"städtisches Gebiet";Verkehr;29;20
Rheinland-Pfalz;DERP032;"Neuwied-Heddesdorfer Straße";"städtisches Gebiet";Verkehr;28;23
Rheinland-Pfalz;DERP036;"Trier Kaiserstraße";"städtisches Gebiet";Verkehr;27;18
Rheinland-Pfalz;DERP041;Ludwigshafen-Heinigstraße;"städtisches Gebiet";Verkehr;32;37
Saarland;DESL010;Saarbrücken-Burbach;"städtisches Gebiet";Hintergrund;28;17
Saarland;DESL012;Saarbrücken-City;"städtisches Gebiet";Hintergrund;24;8
Saarland;DESL013;Saarlouis-Fraulautern;"vorstädtisches Gebiet";Hintergrund;20;3
Saarland;DESL017;"Völklingen-City Stadionstr.";"städtisches Gebiet";Hintergrund;22;3
Saarland;DESL019;Biringen;"ländlich regional";Hintergrund;18;3
Saarland;DESL003;"Dillingen City";"städtisches Gebiet";Industrie;23;4
Saarland;DESL020;Saarbrücken-Verkehr;"städtisches Gebiet";Verkehr;28;18
Sachsen;DESN004;Bautzen;"städtisches Gebiet";Hintergrund;26;21
Sachsen;DESN011;Chemnitz-Mitte;"städtisches Gebiet";Hintergrund;24;24
Sachsen;DESN012;Delitzsch;"städtisches Gebiet";Hintergrund;24;12
Sachsen;DESN014;Dresden-Mitte;"städtisches Gebiet";Hintergrund;35;78
Sachsen;DESN017;Freiberg;"städtisches Gebiet";Hintergrund;27;33
Sachsen;DESN019;Glauchau;"städtisches Gebiet";Hintergrund;28;25
Sachsen;DESN024;Klingenthal;"städtisches Gebiet";Hintergrund;22;9
Sachsen;DESN045;Zittau-Ost;"vorstädtisches Gebiet";Hintergrund;27;31
Sachsen;DESN049;Carlsfeld;"ländlich abgelegen";Hintergrund;15;1
Sachsen;DESN050;Hoyerswerda;"städtisches Gebiet";Hintergrund;24;20
Sachsen;DESN051;Radebeul-Wahnsdorf;"ländlich stadtnah";Hintergrund;23;14
Sachsen;DESN059;Leipzig-West;"vorstädtisches Gebiet";Hintergrund;23;8
Sachsen;DESN074;Schwartenberg;"ländlich regional";Hintergrund;17;9
Sachsen;DESN076;Collmberg;"ländlich abgelegen";Hintergrund;22;15
Sachsen;DESN006;Borna;"städtisches Gebiet";Verkehr;29;31
Sachsen;DESN020;Görlitz;"städtisches Gebiet";Verkehr;32;43
Sachsen;DESN025;Leipzig-Mitte;"städtisches Gebiet";Verkehr;38;75
Sachsen;DESN047;Zwickau;"städtisches Gebiet";Verkehr;25;18
Sachsen;DESN060;Chemnitz-Nord;"städtisches Gebiet";Verkehr;27;23
Sachsen;DESN061;Dresden-Nord;"städtisches Gebiet";Verkehr;34;52
Sachsen;DESN075;Plauen-Süd;"städtisches Gebiet";Verkehr;28;33
Sachsen;DESN077;"Leipzig Lützner Str.";"städtisches Gebiet";Verkehr;36;63
Sachsen;DESN083;"Chemnitz-Leipziger Str.";"städtisches Gebiet";Verkehr;34;59
Sachsen;DESN084;Dresden-Bergstr.;"städtisches Gebiet";Verkehr;33;42
Sachsen-Anhalt;DEST002;Burg;"vorstädtisches Gebiet";Hintergrund;24;6
Sachsen-Anhalt;DEST011;Wernigerode/Bahnhof;"städtisches Gebiet";Hintergrund;25;11
Sachsen-Anhalt;DEST028;Zeitz;"städtisches Gebiet";Hintergrund;23;16
Sachsen-Anhalt;DEST029;Bernburg;"vorstädtisches Gebiet";Hintergrund;24;9
Sachsen-Anhalt;DEST063;Stendal;"städtisches Gebiet";Hintergrund;27;18
Sachsen-Anhalt;DEST066;Wittenberg/Bahnstrasse;"städtisches Gebiet";Hintergrund;24;16
Sachsen-Anhalt;DEST072;Halle/Ost;"vorstädtisches Gebiet";Hintergrund;24;17
Sachsen-Anhalt;DEST089;Zartau/Waldstation;"ländlich regional";Hintergrund;18;2
Sachsen-Anhalt;DEST098;"Unterharz / Friedrichsbrunn";"ländlich regional";Hintergrund;17;2
Sachsen-Anhalt;DEST015;Bitterfeld/Wolfen;"vorstädtisches Gebiet";Industrie;25;12
Sachsen-Anhalt;DEST068;Pouch;"ländlich stadtnah";Industrie;23;9
Sachsen-Anhalt;DEST080;Schkopau;"vorstädtisches Gebiet";Industrie;22;8
Sachsen-Anhalt;DEST090;Leuna;"vorstädtisches Gebiet";Industrie;23;12
Sachsen-Anhalt;DEST097;"Hettstedt Industrie";"vorstädtisches Gebiet";Industrie;22;14
Sachsen-Anhalt;DEST057;Magdeburg/Südost;"städtisches Gebiet";Verkehr;27;22
Sachsen-Anhalt;DEST075;"Halle/Merseburger Strasse";"städtisches Gebiet";Verkehr;32;51
Sachsen-Anhalt;DEST076;Magdeburg/Damaschkeplatz;"städtisches Gebiet";Verkehr;28;21
Sachsen-Anhalt;DEST081;Weißenfels/Promenade;"städtisches Gebiet";Verkehr;27;32
Sachsen-Anhalt;DEST091;"Dessau Albrechtsplatz";"städtisches Gebiet";Verkehr;27;18
Sachsen-Anhalt;DEST092;"Wittenberg/Dessauer Strasse";"städtisches Gebiet";Verkehr;31;42
Sachsen-Anhalt;DEST095;Aschersleben;"städtisches Gebiet";Verkehr;32;38
Schleswig-Holstein;DESH001;Altendeich;"ländlich regional";Hintergrund;21;7
Schleswig-Holstein;DESH008;Bornhöved;"ländlich regional";Hintergrund;19;7
Schleswig-Holstein;DESH015;Itzehoe;"städtisches Gebiet";Hintergrund;20;10
Schleswig-Holstein;DESH021;"Kiel Schauenburger Str.";"städtisches Gebiet";Hintergrund;19;5
Schleswig-Holstein;DESH023;"Lübeck-St. Jürgen";"städtisches Gebiet";Hintergrund;19;6
Schleswig-Holstein;DESH011;Brunsbüttel;"ländlich regional";Industrie;22;8
Schleswig-Holstein;DESH022;Flensburg;"städtisches Gebiet";Verkehr;24;6
Schleswig-Holstein;DESH025;"Itzehoe Lindenstr.";"städtisches Gebiet";Verkehr;27;21
Schleswig-Holstein;DESH026;"Lübeck Gr. Burgstr.";"städtisches Gebiet";Verkehr;23;11
Schleswig-Holstein;DESH027;"Kiel-Bahnhofstr. Verk.";"städtisches Gebiet";Verkehr;26;7
Schleswig-Holstein;DESH028;Ratzeburg;"städtisches Gebiet";Verkehr;29;28
Thüringen;DETH005;Saalfeld;"städtisches Gebiet";Hintergrund;24;16
Thüringen;DETH009;"Gera Friedericistr.";"städtisches Gebiet";Hintergrund;28;31
Thüringen;DETH011;"Altenburg Theaterplatz";"städtisches Gebiet";Hintergrund;25;27
Thüringen;DETH013;"Eisenach Werneburgstr.";"städtisches Gebiet";Hintergrund;22;10
Thüringen;DETH018;Nordhausen;"städtisches Gebiet";Hintergrund;22;16
Thüringen;DETH020;"Erfurt Krämpferstr.";"städtisches Gebiet";Hintergrund;26;21
Thüringen;DETH025;Meiningen;"städtisches Gebiet";Hintergrund;24;10
Thüringen;DETH026;Dreißigacker;"ländlich regional";Hintergrund;18;0
Thüringen;DETH027;Neuhaus;"ländlich abgelegen";Hintergrund;14;0
Thüringen;DETH036;"Greiz Mollbergstr.";"städtisches Gebiet";Hintergrund;23;16
Thüringen;DETH041;"Jena Dammstr.";"städtisches Gebiet";Hintergrund;23;9
Thüringen;DETH060;Zella-Mehlis;"städtisches Gebiet";Hintergrund;21;4
Thüringen;DETH061;Hummelshain;"ländlich abgelegen";Hintergrund;17;1
Thüringen;DETH080;"Goßwitz Lindigweg38";"ländlich regional";Industrie;21;2
Thüringen;DETH039;"Weimar Sophienstiftsplatz";"städtisches Gebiet";Verkehr;30;35
Thüringen;DETH043;"Erfurt Bergstr.";"städtisches Gebiet";Verkehr;31;40
Thüringen;DETH072;"Suhl F.-König-Str";"städtisches Gebiet";Verkehr;25;2
Thüringen;DETH074;"Jena Emil-Wölk-Str.";"städtisches Gebiet";Verkehr;27;19
Thüringen;DETH075;"Jena Westbahnhofstr.";"städtisches Gebiet";Verkehr;30;29
Thüringen;DETH081;"Erfurt Heinrichstr";"städtisches Gebiet";Verkehr;34;49
UBA;DEUB001;Westerland;"ländliches Gebiet";Hintergrund;20;7
UBA;DEUB004;Schauinsland;"ländlich regional";Hintergrund;10;0
UBA;DEUB005;Waldhof;"ländliches Gebiet";Hintergrund;18;3
UBA;DEUB026;Ueckermünde;"ländliches Gebiet";Hintergrund;15;1
UBA;DEUB028;Zingst;"ländliches Gebiet";Hintergrund;17;5
UBA;DEUB029;Schmücke;"ländliches Gebiet";Hintergrund;12;0
UBA;DEUB030;Neuglobsow;"ländlich regional";Hintergrund;14;3
UBA;DEUB031;Lückendorf;"ländliches Gebiet";Hintergrund;17;1
UBA;DEUB033;Melpitz;"ländliches Gebiet";Hintergrund;18;3
UBA;DEUB035;Lehnmühle;"ländliches Gebiet";Hintergrund;19;1
UBA;DEUB038;Aukrug;"ländliches Gebiet";Hintergrund;20;4
UBA;DEUB039;Falkenberg;"ländliches Gebiet";Hintergrund;17;4
UBA;DEUB040;Schorfheide;"ländliches Gebiet";Hintergrund;16;4

"* Nach § 20 bzw. § 21 der Richtlinie 2008/50/EG können Überschreitungen des PM₁₀-Tagesmittelgrenzwertes aufgrund von natürlichen Quellen bzw. Streusand oder -salz im Winterdienst abgezogen werden."

"Quelle: Umweltbundesamt, https://www.umweltbundesamt.de/daten/luft/luftdaten/jahresbilanzen (Stand: 24.01.2011). Alle Uhrzeiten sind in der jeweils zum Messzeitpunkt gültigen Zeit (MEZ bzw. MESZ) angegeben."
