"Bundesland / Messnetz";Stationscode;Stationsname;Stationsumgebung;"Art der Station";"Jahresmittelwert in µg/m³";"Zahl der Tageswerte über 50 µg/m3"
Sachsen-Anhalt;DEST057;Magdeburg/Südost;"städtisches Gebiet";Verkehr;29;44
Sachsen-Anhalt;DEST075;"Halle/Merseburger Strasse";"städtisches Gebiet";Verkehr;38;71
Sachsen-Anhalt;DEST076;Magdeburg/Damaschkeplatz;"städtisches Gebiet";Verkehr;33;46
Sachsen-Anhalt;DEST081;Weißenfels/Promenade;"städtisches Gebiet";Verkehr;26;20
Sachsen-Anhalt;DEST091;"Dessau Albrechtsplatz";"städtisches Gebiet";Verkehr;30;32
Sachsen-Anhalt;DEST092;"Wittenberg/Dessauer Strasse";"städtisches Gebiet";Verkehr;34;53
Schleswig-Holstein;DESH001;Altendeich;"ländlich regional";Hintergrund;23;17
Schleswig-Holstein;DESH021;"Kiel Schauenburger Str.";"städtisches Gebiet";Hintergrund;22;15
Schleswig-Holstein;DESH023;"Lübeck-St. Jürgen";"städtisches Gebiet";Hintergrund;25;25
Thüringen;DETH005;Saalfeld;"städtisches Gebiet";Hintergrund;29;41
Thüringen;DETH007;"Rudolstadt Schwarzb.Ch.";"städtisches Gebiet";Hintergrund;29;23
Thüringen;DETH009;"Gera Friedericistr.";"städtisches Gebiet";Hintergrund;32;44
Thüringen;DETH011;"Altenburg Theaterplatz";"städtisches Gebiet";Hintergrund;28;24
Thüringen;DETH013;"Eisenach Werneburgstr.";"städtisches Gebiet";Hintergrund;28;44
Thüringen;DETH016;"Arnstadt Alter Friedhof";"städtisches Gebiet";Hintergrund;25;11
Thüringen;DETH017;"Apolda Busbahnhof";"städtisches Gebiet";Hintergrund;30;32
Thüringen;DETH018;Nordhausen;"städtisches Gebiet";Hintergrund;30;36
Thüringen;DETH019;"Erfurt Kartäuserstr.";"städtisches Gebiet";Hintergrund;30;38
Thüringen;DETH020;"Erfurt Krämpferstr.";"städtisches Gebiet";Hintergrund;28;31
Thüringen;DETH024;Ilmenau;"städtisches Gebiet";Hintergrund;26;17
Thüringen;DETH025;Meiningen;"städtisches Gebiet";Hintergrund;24;16
Thüringen;DETH026;Dreißigacker;"ländlich regional";Hintergrund;24;11
Thüringen;DETH036;"Greiz Mollbergstr.";"städtisches Gebiet";Hintergrund;29;30
Thüringen;DETH037;"Jena Schillergäßchen";"städtisches Gebiet";Hintergrund;30;31
Thüringen;DETH041;"Jena Dammstr.";"städtisches Gebiet";Hintergrund;27;24
Thüringen;DETH060;Zella-Mehlis;"städtisches Gebiet";Hintergrund;26;22
Thüringen;DETH061;Hummelshain;"ländlich abgelegen";Hintergrund;19;5
Thüringen;DETH066;"Pößneck Stadthalle";"städtisches Gebiet";Hintergrund;31;39
Thüringen;DETH065;"Oberpreilipp b. Rudolstadt";"ländlich regional";Industrie;27;16
Thüringen;DETH067;Unterwellenborn;"ländlich regional";Industrie;23;9
Thüringen;DETH002;"Gera Berliner Str.";"städtisches Gebiet";Verkehr;31;45
Thüringen;DETH021;"Mühlhausen Brunnenstr.";"städtisches Gebiet";Verkehr;32;48
Thüringen;DETH032;Gotha;"städtisches Gebiet";Verkehr;29;32
Thüringen;DETH039;"Weimar Sophienstiftsplatz";"städtisches Gebiet";Verkehr;32;54
Thüringen;DETH043;"Erfurt Bergstr.";"städtisches Gebiet";Verkehr;42;111
Thüringen;DETH072;"Suhl F.-König-Str";"städtisches Gebiet";Verkehr;28;21
UBA;DEUB001;Westerland;"ländliches Gebiet";Hintergrund;20;9
UBA;DEUB002;Deuselbach;"ländliches Gebiet";Hintergrund;16;3
UBA;DEUB003;Brotjacklriegel;"ländliches Gebiet";Hintergrund;12;4
UBA;DEUB004;Schauinsland;"ländlich regional";Hintergrund;9,9;0
UBA;DEUB005;Waldhof;"ländliches Gebiet";Hintergrund;18;10
UBA;DEUB007;Bassum;"ländliches Gebiet";Hintergrund;22;7
UBA;DEUB017;Regnitzlosau;"ländliches Gebiet";Hintergrund;15;0
UBA;DEUB026;Ueckermünde;"ländliches Gebiet";Hintergrund;18;9
UBA;DEUB028;Zingst;"ländliches Gebiet";Hintergrund;19;11
UBA;DEUB029;Schmücke;"ländliches Gebiet";Hintergrund;12;1
UBA;DEUB030;Neuglobsow;"ländlich regional";Hintergrund;16;8
UBA;DEUB031;Lückendorf;"ländliches Gebiet";Hintergrund;20;4
UBA;DEUB032;Leinefelde;"ländliches Gebiet";Hintergrund;19;5
UBA;DEUB033;Melpitz;"ländliches Gebiet";Hintergrund;20;6
UBA;DEUB035;Lehnmühle;"ländliches Gebiet";Hintergrund;18;1
UBA;DEUB038;Aukrug;"ländliches Gebiet";Hintergrund;24;20
UBA;DEUB039;Falkenberg;"ländliches Gebiet";Hintergrund;19;8
UBA;DEUB040;Schorfheide;"ländliches Gebiet";Hintergrund;18;13
UBA;DEUB042;Öhringen;"ländliches Gebiet";Hintergrund;24;20
UBA;DEUB016;Gittrup;"ländliches Gebiet";Verkehr;17;3

"* Nach § 20 bzw. § 21 der Richtlinie 2008/50/EG können Überschreitungen des PM₁₀-Tagesmittelgrenzwertes aufgrund von natürlichen Quellen bzw. Streusand oder -salz im Winterdienst abgezogen werden."

"Quelle: Umweltbundesamt, https://www.umweltbundesamt.de/daten/luft/luftdaten/jahresbilanzen (Stand: 26.03.2012). Alle Uhrzeiten sind in der jeweils zum Messzeitpunkt gültigen Zeit (MEZ bzw. MESZ) angegeben."
